ogi,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
25,0.47965,0.31347,0.80461,0.42649,0.00501,0.00249,0.90583,0.01208,0.00659,0.04285,0.01271,0.00716,0.00490,0.00037,2,2
26,0.99561,0.43436,0.75217,0.36347,0.00072,0.00004,0.00120,0.00125,0.98926,0.00152,0.00149,0.00236,0.00202,0.00014,4,4
28,0.82099,0.60329,0.02916,0.43683,0.00193,0.00353,0.00008,0.00302,0.00017,0.00005,0.00128,0.00288,0.00224,0.98482,9,9
29,0.15135,0.53764,0.65366,0.18644,0.00030,0.00239,0.00337,0.00286,0.00230,0.00081,0.98563,0.00020,0.00049,0.00165,6,6
30,0.14424,0.49701,0.64866,0.18495,0.00030,0.00237,0.00323,0.00295,0.00225,0.00081,0.98569,0.00019,0.00049,0.00172,6,6
31,0.62997,0.89616,0.39190,0.02977,0.00004,0.00304,0.00154,0.00451,0.00111,0.98556,0.00039,0.00256,0.00121,0.00003,5,5
32,0.87725,0.33226,0.73929,0.36645,0.00096,0.00005,0.00157,0.00163,0.98610,0.00200,0.00187,0.00295,0.00266,0.00020,4,4
33,0.46586,0.35217,0.53183,0.19072,0.00115,0.00754,0.04180,0.03050,0.01262,0.87801,0.00477,0.01348,0.00971,0.00040,5,5
34,0.98385,0.66526,0.03486,0.43690,0.00202,0.00339,0.00009,0.00335,0.00018,0.00006,0.00131,0.00300,0.00234,0.98427,9,9
35,0.50075,0.12237,0.95216,0.58978,0.00314,0.00022,0.98684,0.00164,0.00146,0.00169,0.00256,0.00145,0.00091,0.00008,2,2
36,0.73395,0.31986,0.72911,0.36670,0.00124,0.00008,0.00202,0.00210,0.98226,0.00257,0.00242,0.00374,0.00330,0.00028,4,4
37,0.46962,0.61494,0.07688,0.39206,0.00300,0.96649,0.00035,0.00011,0.00010,0.00468,0.00410,0.00291,0.00476,0.01351,1,1
39,0.48858,0.94275,0.40040,0.06278,0.00010,0.00487,0.00260,0.00650,0.00190,0.97709,0.00072,0.00414,0.00203,0.00007,5,5
40,0.88656,0.39639,0.74467,0.36479,0.00088,0.00005,0.00144,0.00148,0.98718,0.00183,0.00172,0.00293,0.00231,0.00018,4,4
41,0.12998,0.62170,0.65153,0.18380,0.00028,0.00227,0.00309,0.00268,0.00209,0.00075,0.98662,0.00018,0.00045,0.00159,6,6
42,0.73979,0.89564,0.39278,0.02436,0.00004,0.00280,0.00142,0.00390,0.00097,0.98712,0.00034,0.00233,0.00107,0.00003,5,5
43,0.14553,0.33228,0.64290,0.19161,0.00038,0.00294,0.00381,0.00335,0.00270,0.00101,0.98290,0.00025,0.00062,0.00203,6,6
44,0.63845,0.29043,0.44150,0.95058,0.98578,0.00161,0.00341,0.00176,0.00087,0.00007,0.00022,0.00164,0.00285,0.00177,0,0
46,0.19925,0.28075,0.42281,0.23339,0.00107,0.00002,0.00100,0.98610,0.00103,0.00521,0.00206,0.00075,0.00061,0.00214,3,3
47,0.39390,0.65238,0.15652,0.52718,0.03034,0.04246,0.00351,0.01297,0.00725,0.00530,0.00754,0.00169,0.66318,0.22576,8,9
49,0.04640,0.60282,0.65134,0.18083,0.00026,0.00216,0.00286,0.00257,0.00206,0.00070,0.98726,0.00017,0.00043,0.00153,6,6
50,0.79218,0.76530,0.02508,0.43483,0.00172,0.00294,0.00007,0.00298,0.00015,0.00005,0.00116,0.00257,0.00199,0.98638,9,9
51,0.12485,0.72931,0.23497,0.59710,0.00276,0.00188,0.00078,0.00078,0.00258,0.00145,0.00032,0.00002,0.98715,0.00230,8,8
52,0.40447,0.38675,0.44179,0.36059,0.01942,0.00066,0.01265,0.89206,0.00867,0.01825,0.00820,0.01573,0.00468,0.01969,3,0
53,0.31124,0.41470,0.41093,0.18397,0.00122,0.00010,0.00203,0.95370,0.00250,0.03162,0.00299,0.00222,0.00142,0.00221,3,3
56,0.67815,0.57960,0.46929,0.34137,0.00153,0.00131,0.00147,0.00109,0.00335,0.00288,0.00010,0.98555,0.00002,0.00270,7,7
57,0.54279,0.49867,0.43607,0.22235,0.00173,0.00452,0.00421,0.00764,0.00832,0.05593,0.00044,0.91423,0.00013,0.00287,7,7
58,0.50565,0.50411,0.43202,0.12769,0.00092,0.01071,0.00714,0.01238,0.01801,0.62301,0.00099,0.32505,0.00083,0.00097,5,4
59,0.32057,0.51014,0.53750,0.19983,0.00408,0.00128,0.01178,0.55018,0.01063,0.01409,0.38912,0.00231,0.00343,0.01310,3,6
60,0.66515,0.54258,0.46510,0.34081,0.00158,0.00145,0.00152,0.00112,0.00325,0.00307,0.00011,0.98511,0.00002,0.00279,7,7
61,0.35342,0.44790,0.43435,0.15206,0.00208,0.00111,0.00918,0.73714,0.00684,0.21721,0.01002,0.00916,0.00413,0.00314,3,3
63,0.36965,0.47252,0.37377,0.16563,0.00386,0.00634,0.01177,0.52555,0.00691,0.39807,0.01897,0.01308,0.00956,0.00590,3,3
65,0.55850,0.20207,0.94729,0.58602,0.00348,0.00026,0.98544,0.00182,0.00161,0.00181,0.00288,0.00165,0.00097,0.00010,2,2
66,0.43017,0.63474,0.10704,0.45103,0.00611,0.91383,0.00088,0.00019,0.00034,0.01211,0.00419,0.00102,0.05324,0.00809,1,1
67,0.56883,0.06272,0.95616,0.58852,0.00312,0.00022,0.98703,0.00160,0.00143,0.00162,0.00257,0.00148,0.00085,0.00008,2,2
69,0.68213,0.63432,0.47127,0.34359,0.00144,0.00116,0.00132,0.00100,0.00337,0.00252,0.00009,0.98648,0.00001,0.00260,7,7
70,0.41953,0.20627,0.91412,0.57193,0.00506,0.00038,0.97800,0.00319,0.00241,0.00295,0.00390,0.00254,0.00141,0.00016,2,2
72,0.30148,0.63937,0.22809,0.60038,0.00255,0.00185,0.00071,0.00067,0.00222,0.00141,0.00027,0.00001,0.98830,0.00200,8,8
74,0.50353,0.44188,0.35506,0.83960,0.88092,0.00926,0.00922,0.00804,0.00526,0.00070,0.00138,0.00300,0.06408,0.01814,0,0
76,0.75676,0.74765,0.01254,0.43503,0.00149,0.00273,0.00005,0.00245,0.00012,0.00004,0.00098,0.00233,0.00168,0.98813,9,9
77,0.26619,0.21814,0.41836,0.25337,0.00137,0.00003,0.00109,0.98541,0.00106,0.00500,0.00204,0.00084,0.00068,0.00248,3,3
79,0.23914,0.70050,0.23278,0.59724,0.00271,0.00196,0.00078,0.00074,0.00243,0.00152,0.00030,0.00002,0.98739,0.00215,8,8
80,0.19406,0.63728,0.22711,0.59862,0.00256,0.00186,0.00071,0.00069,0.00226,0.00140,0.00028,0.00001,0.98811,0.00211,8,8
81,0.57383,0.79307,0.07511,0.39573,0.00149,0.98645,0.00017,0.00003,0.00003,0.00337,0.00203,0.00116,0.00215,0.00312,1,1
82,0.48159,0.77718,0.08401,0.38145,0.00142,0.98547,0.00019,0.00003,0.00004,0.00396,0.00225,0.00124,0.00226,0.00313,1,1
84,0.52521,0.02757,0.96034,0.59092,0.00297,0.00020,0.98773,0.00152,0.00135,0.00154,0.00241,0.00140,0.00080,0.00008,2,2
85,0.61546,0.83130,0.39478,0.03079,0.00005,0.00300,0.00164,0.00510,0.00123,0.98427,0.00041,0.00310,0.00116,0.00004,5,5
86,0.42276,0.18619,0.91110,0.56609,0.00436,0.00044,0.98007,0.00237,0.00210,0.00298,0.00356,0.00278,0.00119,0.00015,2,2
87,0.58612,0.48646,0.45699,0.34206,0.00359,0.00186,0.00286,0.00479,0.00579,0.00582,0.00029,0.96884,0.00005,0.00611,7,7
88,0.19487,0.72234,0.23340,0.59525,0.00271,0.00195,0.00079,0.00077,0.00246,0.00154,0.00031,0.00002,0.98723,0.00221,8,8
89,0.90306,0.57228,0.03451,0.43674,0.00204,0.00357,0.00009,0.00327,0.00018,0.00006,0.00134,0.00302,0.00236,0.98408,9,9
90,0.62891,0.30205,0.44345,0.95193,0.98587,0.00160,0.00345,0.00173,0.00086,0.00007,0.00022,0.00164,0.00281,0.00174,0,0
91,0.34223,0.16861,0.42697,0.25725,0.00152,0.00003,0.00123,0.98417,0.00121,0.00472,0.00257,0.00090,0.00074,0.00292,3,3
93,0.06308,0.50000,0.64806,0.18366,0.00030,0.00245,0.00321,0.00289,0.00230,0.00083,0.98564,0.00020,0.00050,0.00170,6,6
94,0.75668,0.30991,0.73583,0.36890,0.00114,0.00007,0.00188,0.00189,0.98384,0.00229,0.00221,0.00339,0.00304,0.00025,4,4
95,0.04566,0.65747,0.64725,0.17996,0.00026,0.00201,0.00274,0.00276,0.00203,0.00067,0.98730,0.00016,0.00044,0.00164,6,6
96,0.06755,0.62636,0.65537,0.18053,0.00026,0.00208,0.00291,0.00258,0.00204,0.00070,0.98736,0.00016,0.00042,0.00148,6,6
97,0.55453,0.30420,0.45170,0.95251,0.98434,0.00165,0.00414,0.00183,0.00096,0.00008,0.00024,0.00151,0.00355,0.00170,0,0
99,0.58610,0.65038,0.46884,0.34010,0.00137,0.00114,0.00129,0.00099,0.00307,0.00259,0.00009,0.98700,0.00001,0.00245,7,7
101,0.80016,0.81674,0.38427,0.00000,0.00002,0.00201,0.00097,0.00317,0.00066,0.99055,0.00023,0.00163,0.00076,0.00002,5,5
102,0.09484,0.37695,0.64832,0.18980,0.00036,0.00274,0.00374,0.00320,0.00259,0.00096,0.98372,0.00023,0.00058,0.00187,6,6
103,0.24212,0.14856,0.42501,0.25155,0.00128,0.00002,0.00105,0.98626,0.00102,0.00425,0.00223,0.00075,0.00062,0.00251,3,3
104,0.50908,0.79981,0.08194,0.38054,0.00137,0.98586,0.00018,0.00003,0.00004,0.00387,0.00220,0.00120,0.00220,0.00305,1,1
105,0.44532,0.85145,0.08735,0.38584,0.00153,0.98513,0.00020,0.00003,0.00004,0.00400,0.00229,0.00130,0.00230,0.00319,1,1
106,0.13210,0.21172,0.42273,0.24130,0.00090,0.00001,0.00075,0.98986,0.00073,0.00360,0.00153,0.00051,0.00045,0.00165,3,3
107,0.07994,0.32222,0.64434,0.18969,0.00036,0.00275,0.00362,0.00329,0.00263,0.00096,0.98360,0.00024,0.00059,0.00196,6,6
110,0.90571,0.40493,0.74400,0.36621,0.00088,0.00005,0.00143,0.00148,0.98728,0.00181,0.00171,0.00282,0.00236,0.00018,4,4
112,0.21922,0.52611,0.68409,0.19529,0.00028,0.00199,0.00452,0.00256,0.00206,0.00073,0.98598,0.00017,0.00043,0.00128,6,6
113,0.54826,0.19463,0.94420,0.58579,0.00354,0.00026,0.98513,0.00185,0.00165,0.00189,0.00289,0.00169,0.00100,0.00010,2,2
114,0.50900,0.71075,0.07669,0.38161,0.00133,0.98620,0.00017,0.00003,0.00003,0.00369,0.00212,0.00116,0.00217,0.00309,1,1
116,0.68188,0.07034,0.44536,0.97822,0.98923,0.00117,0.00278,0.00132,0.00063,0.00005,0.00015,0.00116,0.00224,0.00125,0,0
118,0.40564,0.26882,0.90043,0.49584,0.00494,0.00095,0.94790,0.00512,0.00397,0.00389,0.02852,0.00254,0.00179,0.00037,2,2
119,0.61820,0.48302,0.49373,0.35379,0.00161,0.00122,0.00202,0.00106,0.00312,0.00276,0.00010,0.98571,0.00002,0.00238,7,7
120,0.21913,0.65613,0.22767,0.60185,0.00258,0.00184,0.00071,0.00068,0.00222,0.00137,0.00028,0.00001,0.98825,0.00206,8,8
122,0.38010,0.82375,0.09097,0.38050,0.00155,0.98422,0.00021,0.00004,0.00004,0.00428,0.00246,0.00140,0.00240,0.00341,1,1
124,0.24719,0.55861,0.22335,0.60378,0.00247,0.00179,0.00066,0.00063,0.00208,0.00130,0.00026,0.00001,0.98888,0.00194,8,8
126,0.13040,0.77412,0.23568,0.59753,0.00296,0.00205,0.00085,0.00083,0.00261,0.00157,0.00034,0.00002,0.98634,0.00243,8,8
127,0.31062,0.23751,0.41759,0.25947,0.00162,0.00003,0.00117,0.98382,0.00125,0.00478,0.00219,0.00116,0.00069,0.00330,3,3
129,0.37181,0.14045,0.96769,0.60552,0.00301,0.00018,0.98882,0.00137,0.00119,0.00129,0.00212,0.00124,0.00072,0.00007,2,2
130,0.71935,0.38088,0.77882,0.39040,0.00178,0.00010,0.00558,0.00260,0.97460,0.00316,0.00334,0.00474,0.00382,0.00029,4,4
131,0.27994,0.92243,0.10113,0.39562,0.00204,0.98209,0.00027,0.00005,0.00005,0.00468,0.00268,0.00159,0.00284,0.00371,1,1
132,0.23357,0.84421,0.23485,0.59510,0.00297,0.00213,0.00086,0.00084,0.00265,0.00163,0.00035,0.00002,0.98611,0.00246,8,8
133,0.84454,0.52464,0.04174,0.43515,0.00225,0.00402,0.00010,0.00352,0.00020,0.00007,0.00152,0.00336,0.00254,0.98241,9,9
137,0.74422,0.68417,0.44762,0.34869,0.00168,0.00151,0.00137,0.00114,0.00290,0.00243,0.00011,0.98488,0.00002,0.00394,7,7
139,0.52949,0.56912,0.06400,0.50389,0.01458,0.02519,0.00048,0.00611,0.00074,0.00039,0.00412,0.00554,0.01831,0.92454,9,9
140,0.16405,0.43091,0.64160,0.18915,0.00036,0.00272,0.00358,0.00342,0.00260,0.00095,0.98350,0.00024,0.00059,0.00202,6,6
141,0.76404,0.88028,0.39183,0.02190,0.00003,0.00265,0.00139,0.00378,0.00085,0.98787,0.00032,0.00206,0.00103,0.00002,5,5
144,0.26037,0.56062,0.22459,0.59991,0.00234,0.00167,0.00065,0.00064,0.00210,0.00129,0.00025,0.00001,0.98914,0.00192,8,8
145,0.59311,0.55535,0.48999,0.32881,0.00183,0.00158,0.00202,0.00150,0.00767,0.00498,0.00017,0.97752,0.00003,0.00269,7,7
147,0.44971,0.90555,0.45684,0.08664,0.00045,0.01969,0.01060,0.01517,0.00833,0.91854,0.01207,0.00847,0.00624,0.00044,5,2
149,0.36033,0.08682,0.97246,0.59733,0.00257,0.00016,0.98961,0.00128,0.00113,0.00130,0.00204,0.00117,0.00068,0.00006,2,2
151,0.82850,0.71407,0.02441,0.43600,0.00178,0.00317,0.00007,0.00288,0.00015,0.00005,0.00117,0.00268,0.00204,0.98603,9,9
152,0.20940,0.48993,0.64248,0.17748,0.00028,0.00200,0.00284,0.00339,0.00209,0.00076,0.98628,0.00017,0.00045,0.00174,6,6
153,0.59068,0.29034,0.44315,0.95122,0.98577,0.00159,0.00348,0.00178,0.00086,0.00007,0.00022,0.00162,0.00284,0.00176,0,0
155,0.67906,0.87544,0.38816,0.02472,0.00004,0.00291,0.00141,0.00423,0.00099,0.98659,0.00036,0.00229,0.00115,0.00003,5,5
156,0.43139,0.01017,0.96429,0.59158,0.00286,0.00019,0.98819,0.00145,0.00129,0.00145,0.00239,0.00132,0.00077,0.00007,2,2
157,0.93600,0.60610,0.03324,0.43686,0.00200,0.00348,0.00009,0.00325,0.00018,0.00006,0.00132,0.00296,0.00235,0.98433,9,9
158,0.26255,0.36746,0.42371,0.21351,0.00100,0.00003,0.00121,0.98160,0.00116,0.00951,0.00208,0.00092,0.00073,0.00176,3,5
159,0.74014,0.27940,0.73371,0.36693,0.00115,0.00007,0.00188,0.00193,0.98360,0.00233,0.00226,0.00350,0.00302,0.00026,4,4
160,0.40161,0.13044,0.96377,0.57118,0.00261,0.00023,0.98758,0.00145,0.00129,0.00160,0.00313,0.00132,0.00072,0.00007,2,2
161,0.39053,0.89045,0.09030,0.39127,0.00168,0.98438,0.00021,0.00004,0.00004,0.00414,0.00237,0.00135,0.00247,0.00331,1,1
163,0.13604,0.53473,0.65121,0.18626,0.00031,0.00242,0.00335,0.00288,0.00229,0.00082,0.98555,0.00020,0.00050,0.00169,6,6
167,0.96812,0.38068,0.74653,0.36500,0.00084,0.00004,0.00138,0.00142,0.98775,0.00174,0.00168,0.00269,0.00229,0.00017,4,4
168,0.68664,0.92274,0.38968,0.02730,0.00004,0.00298,0.00145,0.00412,0.00103,0.98646,0.00036,0.00234,0.00119,0.00003,5,5
169,0.58286,0.42525,0.39300,0.92489,0.96052,0.00335,0.00528,0.00285,0.00193,0.00021,0.00040,0.00117,0.02060,0.00370,0,0
170,0.88751,0.78070,0.02957,0.43596,0.00187,0.00324,0.00008,0.00305,0.00016,0.00005,0.00121,0.00289,0.00209,0.98536,9,9
172,0.86505,0.74791,0.02689,0.43693,0.00183,0.00317,0.00008,0.00304,0.00016,0.00005,0.00120,0.00270,0.00218,0.98561,9,9
174,0.85794,0.57131,0.03694,0.43520,0.00210,0.00372,0.00009,0.00331,0.00018,0.00006,0.00140,0.00315,0.00234,0.98364,9,9
176,0.14602,0.19825,0.42212,0.24584,0.00102,0.00002,0.00082,0.98896,0.00080,0.00371,0.00169,0.00059,0.00049,0.00192,3,3
179,0.65693,0.32437,0.44101,0.95502,0.98595,0.00158,0.00338,0.00170,0.00087,0.00007,0.00022,0.00150,0.00304,0.00171,0,0
180,0.66197,0.19817,0.44279,0.96404,0.98766,0.00136,0.00306,0.00154,0.00073,0.00006,0.00019,0.00137,0.00253,0.00150,0,0
182,0.45828,0.20867,0.93357,0.58264,0.00404,0.00032,0.98293,0.00213,0.00191,0.00216,0.00328,0.00196,0.00116,0.00012,2,2
183,0.48011,0.12446,0.95426,0.58990,0.00324,0.00022,0.98678,0.00163,0.00148,0.00165,0.00251,0.00157,0.00084,0.00008,2,2
185,0.25341,0.81326,0.23975,0.59587,0.00304,0.00212,0.00089,0.00085,0.00278,0.00167,0.00035,0.00002,0.98589,0.00239,8,8
186,0.11382,0.55041,0.65600,0.18470,0.00029,0.00225,0.00325,0.00281,0.00226,0.00078,0.98611,0.00019,0.00047,0.00160,6,6
187,0.29471,0.16075,0.41930,0.26540,0.00168,0.00003,0.00122,0.98392,0.00120,0.00475,0.00236,0.00095,0.00079,0.00310,3,3
188,0.71560,0.40014,0.74264,0.36764,0.00364,0.00016,0.01126,0.01400,0.93967,0.00883,0.00690,0.00742,0.00743,0.00068,4,4
190,0.76842,0.83474,0.38514,0.01469,0.00003,0.00260,0.00120,0.00356,0.00081,0.98854,0.00030,0.00196,0.00097,0.00002,5,5
191,0.26297,0.52998,0.22989,0.59849,0.00226,0.00154,0.00064,0.00064,0.00225,0.00121,0.00026,0.00001,0.98927,0.00194,8,8
192,0.77047,0.07861,0.44266,0.97069,0.98896,0.00122,0.00270,0.00134,0.00069,0.00005,0.00015,0.00145,0.00205,0.00139,0,0
194,0.62973,0.71801,0.46854,0.33851,0.00120,0.00100,0.00112,0.00085,0.00279,0.00229,0.00007,0.98848,0.00001,0.00218,7,7
196,0.27170,0.61285,0.22814,0.60218,0.00246,0.00175,0.00068,0.00064,0.00217,0.00133,0.00026,0.00001,0.98876,0.00193,8,8
197,0.18740,0.69938,0.22901,0.59732,0.00269,0.00194,0.00075,0.00074,0.00237,0.00148,0.00030,0.00002,0.98751,0.00219,8,8
198,0.58585,0.62769,0.46894,0.33671,0.00132,0.00118,0.00128,0.00095,0.00306,0.00272,0.00009,0.98706,0.00001,0.00232,7,7
200,0.68071,0.77799,0.38764,0.01810,0.00004,0.00250,0.00131,0.00451,0.00093,0.98720,0.00034,0.00208,0.00107,0.00003,5,5
202,0.23294,0.76160,0.23242,0.59565,0.00282,0.00208,0.00081,0.00078,0.00250,0.00159,0.00032,0.00002,0.98681,0.00228,8,8
203,0.66000,0.72917,0.47100,0.33515,0.00110,0.00095,0.00109,0.00079,0.00259,0.00222,0.00007,0.98917,0.00001,0.00202,7,7
206,0.74429,0.14557,0.44100,0.97394,0.98885,0.00124,0.00276,0.00137,0.00066,0.00005,0.00016,0.00121,0.00236,0.00134,0,0
208,0.70901,0.49618,0.46997,0.34904,0.00183,0.00149,0.00170,0.00125,0.00364,0.00311,0.00012,0.98378,0.00002,0.00305,7,7
209,0.88970,0.52981,0.04145,0.43567,0.00220,0.00379,0.00010,0.00357,0.00020,0.00007,0.00148,0.00325,0.00252,0.98283,9,9
211,0.76097,0.35324,0.71170,0.40647,0.00169,0.00008,0.00200,0.00195,0.98181,0.00230,0.00186,0.00281,0.00522,0.00028,4,4
212,0.55706,0.91062,0.39486,0.03606,0.00005,0.00320,0.00172,0.00475,0.00114,0.98473,0.00043,0.00261,0.00132,0.00003,5,5
213,0.40593,0.65469,0.06941,0.51885,0.01334,0.01826,0.00101,0.00891,0.00301,0.00119,0.00341,0.00126,0.35040,0.59920,9,9
214,0.32704,0.74743,0.27178,0.60184,0.00335,0.00245,0.00158,0.00085,0.00270,0.00204,0.00042,0.00002,0.98451,0.00207,8,8
215,0.54365,0.37602,0.45526,0.91938,0.97860,0.00232,0.00560,0.00259,0.00135,0.00014,0.00038,0.00250,0.00402,0.00251,0,0
217,0.83274,0.49331,0.04500,0.43654,0.00236,0.00416,0.00011,0.00363,0.00022,0.00007,0.00157,0.00350,0.00267,0.98171,9,9
219,0.55624,0.15364,0.94817,0.58781,0.00340,0.00025,0.98586,0.00176,0.00156,0.00180,0.00270,0.00165,0.00094,0.00009,2,2
220,0.60261,0.59027,0.46728,0.33730,0.00145,0.00134,0.00142,0.00105,0.00326,0.00299,0.00010,0.98581,0.00002,0.00256,7,7
221,0.00018,0.41988,0.66177,0.18349,0.00030,0.00207,0.00320,0.00287,0.00310,0.00082,0.98535,0.00020,0.00053,0.00157,6,6
223,0.79298,0.42221,0.71985,0.36194,0.00138,0.00009,0.00216,0.00230,0.97973,0.00304,0.00220,0.00602,0.00275,0.00033,4,4
224,0.42899,0.43511,0.53729,0.26251,0.00835,0.00041,0.01111,0.68019,0.18966,0.05906,0.01702,0.01462,0.01293,0.00665,3,3
225,0.83973,0.55800,0.03652,0.43578,0.00212,0.00387,0.00009,0.00326,0.00019,0.00006,0.00143,0.00317,0.00240,0.98341,9,9
226,0.31009,0.46197,0.53987,0.41456,0.12413,0.03433,0.09681,0.17189,0.15749,0.07705,0.21302,0.03582,0.06185,0.02760,6,6
229,0.25180,0.41103,0.73806,0.29154,0.00225,0.00462,0.06159,0.01071,0.00789,0.00367,0.90299,0.00128,0.00206,0.00294,6,6
238,0.63414,0.78675,0.38807,0.02412,0.00004,0.00278,0.00149,0.00530,0.00103,0.98536,0.00041,0.00237,0.00118,0.00003,5,5
240,0.35274,0.92172,0.09162,0.38614,0.00165,0.98385,0.00022,0.00004,0.00004,0.00440,0.00246,0.00138,0.00257,0.00338,1,1
241,0.46403,0.72020,0.08265,0.37831,0.00142,0.98512,0.00019,0.00003,0.00004,0.00399,0.00231,0.00128,0.00230,0.00332,1,1
243,0.91736,0.51427,0.03701,0.43821,0.00214,0.00361,0.00009,0.00347,0.00019,0.00006,0.00138,0.00306,0.00255,0.98343,9,9
244,0.61156,0.22880,0.44477,0.95920,0.98681,0.00147,0.00329,0.00161,0.00080,0.00007,0.00020,0.00148,0.00268,0.00158,0,0
250,0.60537,0.90068,0.38053,0.04358,0.00006,0.00485,0.00177,0.00427,0.00117,0.98279,0.00052,0.00298,0.00154,0.00004,5,5
255,0.67631,0.12266,0.44270,0.96856,0.98811,0.00132,0.00296,0.00146,0.00071,0.00006,0.00018,0.00130,0.00248,0.00143,0,0
258,0.47678,0.44754,0.34652,0.89876,0.82110,0.00668,0.00700,0.00358,0.00418,0.00058,0.00060,0.00066,0.15004,0.00558,0,0
259,0.82063,0.67371,0.02586,0.43702,0.00186,0.00341,0.00007,0.00285,0.00015,0.00005,0.00120,0.00286,0.00207,0.98548,9,9
260,0.18666,0.58602,0.22520,0.59911,0.00245,0.00172,0.00068,0.00069,0.00218,0.00129,0.00027,0.00001,0.98857,0.00215,8,8
265,0.33857,0.76008,0.33134,0.60238,0.00497,0.00271,0.00442,0.00145,0.00412,0.00310,0.00071,0.00004,0.97616,0.00232,8,8
269,0.83477,0.14240,0.43974,0.98636,0.99101,0.00094,0.00225,0.00122,0.00050,0.00004,0.00012,0.00096,0.00185,0.00110,0,0
270,0.44150,0.07921,0.96466,0.59644,0.00287,0.00019,0.98842,0.00142,0.00128,0.00142,0.00227,0.00129,0.00077,0.00007,2,2
273,0.14589,0.25228,0.41305,0.23655,0.00094,0.00002,0.00078,0.98869,0.00078,0.00440,0.00146,0.00064,0.00048,0.00180,3,3
278,0.96331,0.34652,0.74619,0.36534,0.00087,0.00005,0.00143,0.00148,0.98739,0.00177,0.00178,0.00267,0.00239,0.00018,4,4
